contrato_id,dt_ref_portfolio,safra,nr_documento,status_contrato,dt_contrato,dt_desembolso,dt_vencimento,dt_wo,prazo,vlr_desembolsado,vlr_tarifa,juros_mes,juros_diario,perc_retencao,vlr_pgto_realizado,vlr_pgto_esperado,vlr_saldo_devedor,vlr_saldo_devedor_esperado,dsp,dspp,flag_transacao
24a906ed1932dbfea83e9305a74e7d00,2022-03-19,2021-02,db3ae67781f405f46afb2412571a759c,Suspended,2021-02-08,2021-02-10,2022-05-08,2023-05-08,25.65,19367.46,0.0,0.07188,0.00233,1.2,0.0,64.64,25794.0,0.0,31,225,0
afbfdb7eef9671ece248de44ac7ff7c0,2022-01-26,2020-02,e3b0d3cd582bbf0c48f9277f66996bfb,Settled,2020-02-12,2020-02-17,2020-11-12,2021-11-12,13.68,2525.67,25.26,0.05988,0.00195,1.2,0.0,11.76,0.0,0.0,0,0,0
667e08a3d15c770acfa179067d18d0aa,2022-01-26,2021-04,dfcd43f2e89d2546109e5a6a3e6de7db,Active,2021-04-17,2021-04-20,2022-07-17,2023-07-17,25.65,2322.18,0.0,0.08388,0.00271,0.048,0.0,8.28,3434.62,156.92,42,281,0
e9afd5ab7e4d352cdfd675812e7496f8,2022-01-26,2020-08,7205668000e171824f989e72a1326e02,Settled,2020-08-24,2020-08-26,2022-02-24,2023-02-24,30.78,119730.78,0.0,0.04788,0.00157,0.108,0.0,306.36,0.0,0.0,0,0,1
ec53f3cbb6d3d9584ad55b9ed594e7e8,2021-08-12,2020-06,d572e7ed33108b1a59899a2266955e0b,Settled,2020-06-02,2020-06-05,2021-09-02,2022-09-02,25.65,19032.3,0.0,0.07188,0.00233,0.108,0.0,63.11,0.0,595.8,0,0,1
d427ccdaac0646d3fbc6cd0dd5dcee1b,2021-08-12,2020-10,a87623c443803305b7b8b068d1b43660,Active,2020-10-20,2020-10-22,2022-01-20,2023-01-20,25.65,11027.79,0.0,0.03588,0.00118,0.18828,8.11,30.07,6528.99,3973.29,0,0,1
6d81fcab8cb3c072f0945cf01476559d,2022-01-26,2021-02,d9c2701d4a88b32e448f415ae562610d,Active,2021-02-21,2021-02-23,2022-06-21,2023-06-21,27.36,56069.19,0.0,0.04788,0.00157,0.156,0.0,158.56,62261.03,8985.18,70,121,0
ddc31c9f2fed09ab0a6326701c849a79,2022-01-26,2021-03,fd30149137dd9cc1b8d5ff2bedca0f63,Active,2021-03-02,2021-03-04,2022-06-02,2023-06-02,25.65,8550.0,0.0,0.07188,0.00233,0.12,0.0,28.65,3955.83,413.52,1,1,1
7cbef6770f873845fec4908b60c7160f,2022-01-26,2020-09,c836f1047a0406f304b9e71c288fb284,Settled,2020-09-10,2020-09-14,2021-12-10,2022-12-10,25.65,13303.8,0.0,0.03588,0.00118,0.11628,0.0,36.47,0.0,0.0,0,0,0
85580f23140678532c016336dc7975f5,2022-01-26,2021-01,40995504369de2beeb4e5d7709bf49f0,Settled,2021-01-27,2021-01-29,2021-07-27,2022-07-27,10.26,12864.33,0.0,0.05988,0.00195,0.192,0.0,83.19,0.0,0.0,0,0,0
7482e6116328898b705f402f037cdcf6,2022-01-10,2020-07,8fc06fd66d75ce68d4658e2df7c980f8,Active,2020-07-15,2020-07-17,2021-10-15,2022-10-15,25.65,31539.24,0.0,0.06588,0.00214,0.132,0.0,101.25,22036.43,0.0,195,251,0
70a483a140c25517860ade917577060b,2022-01-10,2020-02,ea4fdc0acae6c5ddae3b50f420771ac2,Settled,2020-01-29,2020-02-03,2020-10-29,2021-10-29,13.68,10260.0,102.6,0.05988,0.00195,0.28164,0.0,47.76,0.6,0.0,0,0,1
2e5f0e4c9ee7d4d74a677dd8b4c4f2b3,2022-01-10,2020-12,2eec9174e8e1f4be8aff035d9b2d23a5,Settled,2020-11-30,2020-12-02,2022-02-28,2023-02-28,25.65,14440.95,0.0,0.07188,0.00233,0.252,0.0,48.13,0.0,0.0,0,0,1
55f35c084755564840ef2c92e5a24f19,2022-02-19,2021-05,82e28f978438d67398f97d75fc2868eb,Settled,2021-04-29,2021-05-03,2022-07-29,2023-07-29,25.65,6043.14,0.0,0.04788,0.00157,0.09828,0.0,18.05,0.0,995.52,0,0,0
75e65281821060571e8b79d5596f0b40,2022-02-19,2020-06,4f943a2ac92c46028c222d55117a2024,Settled,2020-06-18,2020-06-23,2021-09-18,2022-09-18,25.65,1710.0,0.0,0.08388,0.00271,0.108,0.0,6.04,0.02,0.0,0,0,0
e3b3fcadfa2dfbe1039be32de16bc28f,2022-02-19,2020-08,36e4d3c81011f705f54859bdcd806414,Active,2020-08-21,2020-08-25,2022-05-21,2023-05-21,35.91,48760.65,0.0,0.05388,0.00176,0.36,0.0,118.13,88336.86,767.14,428,485,0
6102465fe9dded19e60ccba4f8687aa9,2022-01-08,2020-11,94fbf547d4f60df7d7a31b35c95cf334,Active,2020-11-23,2020-11-25,2022-08-23,2023-08-23,35.91,48393.0,0.0,0.07188,0.00233,0.156,0.0,132.55,59214.0,9164.25,12,380,1
b33571dfe68d614bd1b678e4a6510c79,2022-01-08,2021-02,0e7c55e38b71bdc35f427dbd01d8997f,Active,2021-02-18,2021-02-22,2022-08-18,2023-08-18,30.78,35055.0,0.0,0.09588,0.00308,0.18708,0.0,121.32,16752.29,3949.08,1,1,1
f25e31f3aed44a9af7bca27599267be1,2022-01-08,2021-02,87f73b04a52c84ffbd03ba3a8b113f0d,Suspended,2021-02-24,2021-02-26,2021-08-24,2022-08-24,10.26,22112.01,0.0,0.05988,0.00195,0.192,0.0,143.0,13937.24,0.0,18,18,0
71b3e9bdb19a58277c4fba4ef2223efb,2021-03-23,2020-09,9ac20ea1461369a4d97f43e0a9430283,Active,2020-09-01,2020-09-03,2022-06-01,2023-06-01,35.91,13192.65,0.0,0.09588,0.00308,0.11856,19.34,42.1,8650.8,11011.49,0,1,1
0bc94859b6743b7a550c2e372c2ce85f,2021-03-23,2020-02,ffbf3a7b2c207ee64a43911a41b07028,Settled,2020-02-06,2020-02-10,2020-11-06,2021-11-06,13.68,26658.9,266.59,0.07188,0.00233,0.29664,0.0,128.7,2.19,0.0,0,0,1
c1c7db4a55ee65a958670c56a2b38e20,2021-03-23,2021-03,f48d070177e871fb22d652dbaec93fe4,Active,2021-03-03,2021-03-08,2022-06-03,2023-06-03,25.65,31192.11,0.0,0.04788,0.00157,0.156,0.0,93.29,30734.75,30503.52,1,1,1
5ea2f425e548e3ab62d05dd036de3e35,2021-03-23,2020-07,733e5475fb6630f567519eafb6563cd4,Active,2020-07-13,2020-07-15,2021-10-13,2022-10-13,25.65,41022.9,0.0,0.07788,0.00252,0.168,0.0,140.03,37687.39,23129.81,1,63,1
063c1fe27288fb88fcf9b01731ade75d,2021-03-23,2020-12,de06cda6e24c09ab0044cecdca868635,Active,2020-12-29,2020-12-30,2022-06-29,2023-06-29,30.78,21888.0,0.0,0.05388,0.00176,0.24,3.11,58.26,19848.02,19548.09,0,4,1
46b1d5f1a0b127d357c1dc2182d2fc84,2021-08-17,2020-06,e769a25048b130bc73a29d251cec2a4e,Active,2020-06-17,2020-06-22,2021-09-17,2022-09-17,25.65,39330.0,0.0,0.09588,0.00308,0.24,69.89,147.12,27109.02,1834.73,0,302,1
04443ef0882e61fbd6258f20b8b20129,2021-06-24,2021-02,8ae86ee0387236a89adb06c9ae4fded9,Active,2021-02-08,2021-02-10,2022-05-08,2023-05-08,25.65,145715.94,0.0,0.04788,0.00157,0.228,241.33,432.18,158180.01,105556.87,0,134,0
ca1be27d36b312a30ce48df14f9de355,2021-06-24,2020-12,475a29e3cbf67ecabec639ca367d2d48,Active,2020-12-28,2020-12-30,2022-03-28,2023-03-28,25.65,8550.0,0.0,0.05988,0.00195,0.024,33.76,26.68,6407.01,5536.88,0,0,1
eb6f1a285ed429fdec947d2f19b20147,2021-06-24,2020-03,718b2740ff444b24695fa41d19c1a313,Active,2020-03-18,2020-03-20,2021-03-18,2022-03-18,20.52,39988.35,0.0,0.05988,0.00195,0.24,1020.7,146.44,377.98,0.0,0,0,1
3095a88229e6686e6fcc5de83aed663f,2021-06-24,2021-01,818950e370468b60410b746580ea5f16,Active,2021-01-21,2021-01-25,2022-04-21,2023-04-21,25.65,55417.68,0.0,0.04788,0.00157,0.168,185.07,164.63,47745.22,38453.07,0,0,1
bd1e19a9ca4828207edff3faadcf672c,2021-07-28,2020-12,30c8cddc0f3a4dacfdaa17795f964d83,Active,2020-12-15,2020-12-18,2022-03-15,2023-03-15,25.65,17100.0,0.0,0.04788,0.00157,0.024,0.0,50.1,4803.82,8851.64,0,0,1
1699beeb1df600bdc3225e2c253dbbeb,2021-07-28,2021-03,70083aeb261bc4721421da47ab7f6a84,Active,2021-03-26,2021-03-30,2022-06-26,2023-06-26,25.65,22230.0,0.0,0.07188,0.00233,0.13068,0.0,74.68,17187.98,15410.02,1,1,1
f5b0d80a591eb06a91f59a26dfcd9653,2021-11-26,2020-09,c94abcbc38c0c0a73d14600ca1fb3a4e,Settled,2020-09-11,2020-09-15,2021-12-11,2022-12-11,25.65,43264.71,0.0,0.03588,0.00118,0.06,0.0,118.6,0.0,0.0,0,0,1
da980f5034791ec7a06fb4153a6b7b79,2021-11-26,2020-11,a5c49507e33e33ca71fd7500ee9a7c94,Settled,2020-11-06,2020-11-10,2022-02-06,2023-02-06,25.65,13338.0,0.0,0.04788,0.00157,0.12168,0.0,39.02,0.0,1179.68,0,0,1
6d73bea97e38e6c0444774bd0248a61e,2021-11-26,2020-10,a948bdc9ec1cb442abddf9afa156320e,Settled,2020-10-16,2020-10-20,2022-01-16,2023-01-16,25.65,8825.31,0.0,0.07188,0.00233,0.12,0.0,29.3,0.0,16.96,0,0,0
7551137b28e2e2130c411852ff47c17c,2021-08-03,2020-03,4893671efec311eae20c4e3a6c25bf8a,Settled,2020-03-02,2020-03-05,2020-12-02,2021-12-02,15.39,20520.0,205.2,0.08388,0.00271,0.10356,0.0,102.4,0.0,0.0,0,0,1
089fbf8b4b32ec97759022f43ea5fcdc,2021-08-03,2021-05,8b8d98b30f16c692d1750e21af34d92c,Active,2021-05-20,2021-05-27,2022-05-20,2023-05-20,20.52,3722.67,0.0,0.06588,0.00214,0.156,37.79,14.35,1426.7,2808.04,0,1,0
c883d89e6e754782540883935d4aecb2,2021-08-03,2020-11,2420ed67dce8e5bbcfff2b2c8d3ab79f,Active,2020-09-25,2020-11-04,2022-06-25,2023-06-25,35.91,58875.3,0.0,0.08988,0.00289,0.06228,30.01,185.98,48053.36,33375.47,0,167,1
71f0c0dde701cd1195b49f03b0e78b63,2021-11-27,2020-09,d217fc0f99d8f6af2d655a7fcee9d173,Settled,2020-09-01,2020-09-03,2021-12-01,2022-12-01,25.65,102600.0,0.0,0.03588,0.00118,0.13644,0.0,280.27,0.0,0.0,0,0,1
a319d05bc17a66df255cd373b89a139f,2021-11-27,2021-06,52f1f521146ce38a68e86ac66ac547a1,Active,2021-05-29,2021-06-01,2023-02-28,2024-02-28,35.91,77769.09,0.0,0.03588,0.00118,0.18,0.0,167.47,59923.1,49224.84,0,0,1
1f2240fbf2a48ff909fcfa2e556fb502,2021-11-27,2021-02,d16203b2d5dc9933b3bb1597b83fecc4,Suspended,2021-02-09,2021-02-11,2022-06-09,2023-06-09,27.36,256500.0,0.0,0.04788,0.00157,0.084,0.0,725.35,165556.64,79246.08,51,51,1
6d9492a60bde0d8ab319fa33ef91c47f,2021-11-27,2020-11,c148667ae1fb15cc6b99c72da0cd2050,Active,2020-11-07,2020-11-10,2022-08-07,2023-08-07,35.91,24111.0,0.0,0.04788,0.00157,0.12324,0.0,55.87,10251.13,8052.83,1,1,1
cf71e6c32ed14bad92328dec7ef9a255,2021-11-27,2020-12,8dfbebb83d30b06dc6fc3d73c9164a72,Active,2020-12-03,2020-12-07,2022-09-03,2023-09-03,35.91,369958.5,0.0,0.04788,0.00157,0.24,0.0,870.3,284192.22,135673.94,1,11,1
56b33e2102a835e20e4c88592bb3b078,2021-09-01,2020-09,29aa6bc06a2313ba43f06ad4b50b3c00,Active,2020-09-28,2020-09-30,2022-01-28,2023-01-28,27.36,15903.0,0.0,0.04788,0.00157,0.05136,69.85,44.27,5405.91,4858.64,0,0,1
da7e4e483d66c02e78b61ce13e4faa55,2022-03-06,2020-08,1c321ed99ace9a6e72b6625233bba3bc,Suspended,2020-08-12,2020-08-14,2022-05-12,2023-05-12,35.91,256500.0,0.0,0.03588,0.00118,0.096,0.0,542.61,175463.27,5149.38,3,3,0
a471692d0c092efd63db10aaa9e76c7d,2021-06-28,2021-05,13582a7981b4f67a219ae1e9995afb90,Active,2021-05-20,2021-05-25,2022-08-20,2023-08-20,25.65,10260.0,0.0,0.04788,0.00157,0.072,39.57,30.64,9707.76,9388.43,0,0,1
ae6afcea76036e55d31669678a785b59,2020-12-14,2020-11,6fd144f69d664286d108b0a42d6c224a,Active,2020-11-14,2020-11-17,2022-02-14,2023-02-14,25.65,133091.01,0.0,0.05988,0.00195,0.18,883.81,414.61,128472.42,127412.05,0,0,1
88fc62a67fc9d150fca7a33d9fa20485,2022-03-25,2021-03,7f65d7272d0dd1cc96e8d7122ace0e35,Active,2021-03-02,2021-03-04,2022-09-02,2023-09-02,30.78,35910.0,0.0,0.04188,0.00137,0.252,0.0,88.69,47436.07,4702.8,73,386,0
d5bf1aca48bfd18d00c401d98dc77d99,2021-09-25,2020-08,a0827ae2c4588ba6b55dfb4bb93f9dd9,Active,2020-08-13,2020-08-17,2021-11-13,2022-11-13,25.65,2142.63,0.0,0.04788,0.00157,0.36,0.0,6.27,2817.21,178.59,38,404,0
f7c6cdf7a408d8d4613fea6cfe631b76,2021-09-25,2020-12,73fa03cf6d1f4ff058520c8234e5016f,Active,2020-12-15,2020-12-18,2022-03-16,2023-03-16,25.65,18974.16,0.0,0.04788,0.00157,0.168,0.0,55.51,6306.58,6574.8,0,0,1
f2b14ba89ef852c4f21aaa3abd4f0d43,2020-12-07,2020-08,f95aa388cf8a0aea62d09d54104107dc,Active,2020-08-15,2020-08-18,2021-11-15,2022-11-15,25.65,9211.77,0.0,0.04788,0.00157,0.168,3.42,26.9,8587.24,7418.22,0,3,1
c730c6d5f76ff4b4bc8d9e887cb987a4,2021-06-08,2021-03,56c72b093da80cad711ecc7d37905fe7,Active,2021-03-04,2021-03-09,2022-06-04,2023-06-04,25.65,17100.0,0.0,0.04788,0.00157,0.048,68.72,50.72,13543.15,14021.23,0,0,1
676901464a43b9cbe7272d53c1e68210,2022-02-24,2021-06,e0a3517387b67057a71bafa182396af6,Active,2021-05-31,2021-06-02,2023-02-28,2024-02-28,35.91,57768.93,0.0,0.03588,0.00118,0.18,150.7,124.54,37906.03,25607.14,0,0,1
d86c89fec7374456f9cc83a42afab876,2021-11-07,2021-03,a5d4c0fd84f89b62f3359d44dbe82043,Active,2021-03-22,2021-03-24,2022-09-22,2023-09-22,30.78,25756.02,0.0,0.04188,0.00137,0.13992,0.0,64.25,13877.04,12905.15,2,4,1
f944a4de28a3bef3153e2433ad3602fe,2022-03-07,2021-03,447f04816af9332f033d509855589a7b,Active,2021-03-04,2021-03-09,2022-12-04,2023-12-04,35.91,17751.51,0.0,0.05988,0.00195,1.2,0.0,45.97,24542.28,3409.05,144,363,0
c0cd434b910aaba801a3c1a947cee70d,2021-07-22,2021-06,b24673a14a45ce73430076253cb81dd9,Active,2021-06-01,2021-06-04,2022-12-01,2023-12-01,30.78,59850.0,0.0,0.04188,0.00137,0.18,65.24,152.8,57357.42,54484.68,0,1,1
8288055731c5dc692152ad401e36c820,2021-06-09,2021-01,4ebd45feafd16d5eb9294bd75f73bf9b,Active,2021-01-15,2021-01-19,2022-04-15,2023-04-15,25.65,16169.76,0.0,0.04788,0.00157,0.168,0.0,48.03,18811.81,11747.41,107,141,0
92ac3b879a1a9e58bb759d0e070dbab4,2021-07-09,2021-04,743ff9a63d49965976b968570cb33f76,Active,2021-04-06,2021-04-08,2022-07-06,2023-07-06,25.65,11747.7,0.0,0.08388,0.00271,0.096,0.0,41.85,12407.38,8964.89,4,92,0
8b8366f31d456992d4636e29c268e836,2021-12-31,2021-01,f8a09b80c672823fa8af59d13ad20343,Active,2021-01-11,2021-01-13,2022-10-11,2023-10-11,35.91,84987.0,0.0,0.04788,0.00157,0.264,0.0,199.73,63056.61,28759.15,11,14,0
b61e380cf86dd632ae3865417f5d07fe,2021-11-13,2020-09,5ecb46925b51dc6d2d89d8be94d794d7,Active,2020-09-11,2020-09-15,2022-06-12,2023-06-12,35.91,9918.0,0.0,0.08988,0.00289,0.18,0.0,30.52,16350.64,2221.38,110,348,0
e5c3e5f39eaa4f58b811d44b0af90c50,2021-10-10,2020-04,f81695f35b1bf069da322ec8fa4f15c1,Settled,2020-04-16,2020-04-22,2021-07-16,2022-07-16,25.65,4189.5,0.0,0.03588,0.00118,0.15312,0.0,11.52,0.14,0.0,0,0,0
999cedf1a07731999f56274320546826,2021-10-10,2020-06,fb8ed2b4f2ac60cbb73c4843f8e05aec,Settled,2020-06-02,2020-06-05,2021-09-02,2022-09-02,25.65,20017.26,0.0,0.03588,0.00118,0.06,0.0,54.68,0.0,0.0,0,0,0
91feb15836b03d97ead16cc88ec24bc6,2021-05-30,2020-08,11767619e9e70e614a1c6c3c886be32b,Active,2020-07-30,2020-08-03,2021-10-30,2022-10-30,25.65,28726.29,0.0,0.05988,0.00195,0.12,0.0,89.62,25019.63,11782.23,4,153,0
4cd93ef7e343b549493e2d80e061c50c,2021-05-30,2021-02,5517f77300ac622f74b364900e435e6e,Active,2021-02-18,2021-02-22,2022-11-18,2023-11-18,35.91,53121.15,0.0,0.05388,0.00176,0.204,0.0,130.61,50744.54,47029.91,2,2,0
1152b7a9071d8f35ecf1fe50a3ca0f5d,2021-07-07,2021-05,0ef38e770abf8312306cb8a532f3eadb,Active,2021-05-25,2021-05-31,2022-05-25,2023-05-25,20.52,8550.0,0.0,0.06588,0.00214,0.108,23.39,32.88,7785.1,7469.42,0,2,1
5d3f06f7e0a7aff5418434a4e4bf55a1,2021-07-09,2021-06,7f407425d06810ada0255ae92a5a5349,Active,2021-06-01,2021-06-04,2022-09-01,2023-09-01,25.65,28197.9,0.0,0.04788,0.00157,0.12,3.25,83.93,27362.27,25728.5,0,1,1
133dc32f4597a8969ca9f36d35f6f2d3,2022-02-13,2021-03,86d7e59f5ea91c8194e2faea7f26b305,Active,2021-03-24,2021-03-26,2022-06-24,2023-06-24,25.65,26436.6,0.0,0.08988,0.00289,0.168,0.0,96.83,18017.38,0.0,2,2,0
09d87cf9c77adfcefc727d82bb627a23,2021-06-25,2021-06,6200c3006c49f3b5b70c44125fc63984,Active,2021-05-31,2021-06-02,2022-02-28,2023-02-28,15.39,41040.0,0.0,0.08388,0.00271,0.144,271.57,208.01,41501.99,37172.89,0,0,0
70ce956de01f2f138cc2557f313d4f80,2022-02-23,2021-03,3df64806d9b61138ade2ccb3f1ff5118,Active,2021-03-25,2021-03-29,2022-06-25,2023-06-25,25.65,29070.0,0.0,0.04788,0.00157,0.168,0.0,86.08,5746.97,2676.94,1,1,0
58331c26064c611116e91ed7324f9dee,2021-11-07,2021-02,2b946e1ba6454a1a09b89104a2a49a6a,Active,2021-02-09,2021-02-11,2022-08-09,2023-08-09,30.78,25781.67,0.0,0.04188,0.00137,0.12732,0.0,64.57,20002.25,11328.0,45,93,0
c810a0c146c8a01f692363e545b90591,2021-11-07,2021-06,7357fbd986e1ef7725b747fef3e6a5fd,Active,2021-05-12,2021-06-01,2022-05-12,2023-05-12,20.52,6759.63,0.0,0.06588,0.00214,0.216,0.0,26.75,5983.67,2622.16,11,46,0
9911cc022124491b064a44762b7932af,2021-11-07,2021-02,3ad4d9362e25a06e8de11d952107aa42,Active,2021-02-02,2021-02-04,2022-05-02,2023-05-02,25.65,8550.0,0.0,0.05988,0.00195,0.045,0.0,27.04,6813.2,2483.89,172,179,0
49048426a5a0da36498c1f68474d850a,2021-05-08,2020-07,8aaf800b9eccd56cfa1a5d7da08b1fde,Active,2020-07-17,2020-07-21,2021-10-17,2022-10-17,25.65,20520.0,0.0,0.07188,0.00233,0.144,0.0,68.14,11870.67,9413.55,1,1,0
20c1140d205d0c2d8218fd869f4a30a1,2021-02-12,2020-09,aa8d149fdeda8bc144ce8df768b12681,Active,2020-09-29,2020-09-30,2022-01-29,2023-01-29,27.36,18126.0,0.0,0.07188,0.00233,1.2,194.31,57.65,7719.52,14633.59,0,0,1
15fca97fcd6f47205bfdec6304a48388,2021-04-17,2021-02,641feb24a866dc764136551b30d3fbf5,Active,2021-02-02,2021-02-04,2022-05-02,2023-05-02,25.65,13231.98,0.0,0.05988,0.00195,0.18,0.0,41.84,12415.32,11752.25,3,19,0
dcb6bbb6c66411c7e536c0886ee6db53,2022-02-28,2021-05,2b0f6428ec4fd86376e3b8ab511c222c,Active,2021-04-26,2021-05-03,2022-10-26,2023-10-26,30.78,63765.9,0.0,0.06588,0.00214,0.09276,0.0,187.33,41171.82,10214.16,3,4,0
8e78688627b95ca7a1f4cd5aec5efa89,2020-04-18,2020-03,f7f649019f4c195240b3c988a0173993,Active,2020-03-06,2020-03-10,2021-03-06,2022-03-06,20.52,8237.07,0.0,0.09588,0.00308,0.123,0.0,35.38,8275.68,7651.5,2,31,1
3279b2c521d0d82800cfc0b56db81678,2021-03-07,2020-09,99c75b78f7ce1676b0a5d5c13a327380,Active,2020-09-29,2020-09-30,2022-03-29,2023-03-29,30.78,81390.87,0.0,0.04188,0.00137,0.02796,0.0,200.79,26730.34,62627.6,2,2,1
1b90df82e930194019013f775b787c3a,2021-07-25,2020-12,43dc5c1023e1a872063e4a85303cd8d3,Active,2020-12-02,2020-12-04,2022-09-02,2023-09-02,35.91,51300.0,0.0,0.04788,0.00157,0.036,0.0,120.44,34082.8,33587.77,0,1,1
832b92f9f073941e6cb462064e508347,2022-03-07,2020-12,957d8bef33539082f8fdc893212deb8c,Active,2020-12-04,2020-12-08,2022-06-04,2023-06-04,30.78,50197.05,0.0,0.04188,0.00137,0.108,0.0,124.63,54585.99,1767.64,157,284,0
9fe1de90e7f7a69386b1774091257cbe,2021-12-15,2021-01,c263a65f33919ad0defac7b011f076ed,Active,2021-01-18,2021-01-20,2022-04-18,2023-04-18,25.65,17486.46,0.0,0.05988,0.00195,0.096,17.9,55.21,16665.3,2541.45,0,65,1
e75079939e537e3efba2c4e693f66e44,2021-08-22,2020-10,4fee95c270fd7bd022b642674445ba02,Active,2020-10-27,2020-10-29,2022-07-27,2023-07-27,35.91,88920.0,0.0,0.05988,0.00195,0.23664,0.0,224.33,60294.65,48164.48,2,2,0
45f213ca9fc92295143592c613a19ff1,2020-08-28,2020-06,768c4465533a990d0722ed7790bb3d5e,Active,2020-06-15,2020-06-18,2021-09-15,2022-09-15,25.65,8550.0,0.0,0.08388,0.00271,0.06,22.08,30.11,6436.58,7704.31,0,9,1
89646880bdcf4aa62d79a5d3b5347c49,2020-12-15,2020-12,1fd3496d724e01f16f7848a1c25cfeec,Active,2020-12-07,2020-12-09,2022-06-07,2023-06-07,30.78,115233.48,0.0,0.05388,0.00176,0.108,642.6,311.28,113881.04,114263.32,0,0,1
6be7abd677a367a22bfb7848b0c0c137,2020-10-21,2020-07,8c4894e1092cf39def8b97cd55c99a9b,Active,2020-07-17,2020-07-22,2021-10-17,2022-10-17,25.65,127076.94,0.0,0.04788,0.00157,0.12,166.93,372.34,107919.54,106904.54,0,0,1
78b662fe9817ee1d1c693ccaa63e8dbc,2021-08-12,2021-04,7038ca39e38412c859c6dc26593bb7a0,Active,2021-04-22,2021-04-26,2022-10-22,2023-10-22,30.78,4634.1,0.0,0.07188,0.00233,0.08388,0.0,14.11,3837.05,3344.48,3,13,1
40aeeac7b7f44c83e186e8ae31d3415d,2021-11-03,2020-12,97e3ce407e84d5f00804c86cff5f7830,Settled,2020-12-15,2020-12-18,2022-03-15,2023-03-15,25.65,5985.0,0.0,0.05988,0.00195,0.18,0.0,18.7,0.0,1271.24,0,0,0
cfd3c6b1538b3b8ac26fe421729e62c2,2021-11-03,2020-05,3ce8c88744e58a6bf5e14cfdf3490748,Active,2020-05-05,2020-05-08,2021-08-05,2022-08-05,25.65,13064.4,0.0,0.05988,0.00195,0.096,0.0,40.7,11642.52,0.0,2,408,0
81f97a069e204127c1b130acea20038c,2022-01-24,2021-04,6824872f3d3e73f8ef6dfc5cb3130bb6,Settled,2021-04-22,2021-04-26,2021-10-22,2022-10-22,10.26,20879.1,0.0,0.04788,0.00157,0.192,0.0,131.37,0.0,0.0,0,0,1
bfa7318d9a0ee757bf8f1aa6728398b9,2022-01-24,2021-04,f07a0890b3fbf18b8b7d93ea38585704,Active,2021-03-30,2021-04-01,2022-06-30,2023-06-30,25.65,35910.0,0.0,0.05988,0.00195,0.168,122.3,113.05,27039.19,5193.29,0,39,0
d74cdf2f5ff5b8eb8bc34dbc5d4de4fc,2021-06-26,2021-03,fcd92dd373fcf459ba1b7fa8bd22f8ea,Active,2021-03-25,2021-03-30,2022-06-25,2023-06-25,25.65,256500.0,0.0,0.07188,0.00233,0.12,0.0,862.92,302239.42,204904.94,74,86,0
dca500e36f1a949292d7c6ebd687c37a,2021-01-30,2020-06,bc4192fb5d11c335a53bc1e2c2dc895f,Settled,2020-06-18,2020-06-23,2021-09-18,2022-09-18,25.65,1026.0,0.0,0.10788,0.00345,0.108,0.0,4.06,0.0,682.1,0,0,0
a127ef25cb5eacb4e1070e7659c1d121,2021-08-11,2020-04,d0df2cc78fdff98ed70947c017fb4ad9,Settled,2020-04-07,2020-04-14,2021-07-08,2022-07-08,25.65,55246.68,0.0,0.07188,0.00233,0.1728,0.0,184.21,0.02,0.0,0,0,0
055f38d4e13f81ba4aaf11befe12a2f0,2021-08-11,2021-05,8ebf6a78de9afb5f6a50941d038a9c9c,Active,2021-05-24,2021-05-31,2022-02-24,2023-02-24,15.39,5130.0,0.0,0.08388,0.00271,0.216,0.0,26.15,5695.04,3367.61,1,72,0
2c448da4b90f2f4dc49618da994b2634,2021-08-11,2020-11,3f628ba8c204be85496da602966d2659,Active,2020-11-03,2020-11-05,2022-02-03,2023-02-03,25.65,59850.0,0.0,0.05988,0.00195,0.0864,567.41,186.17,37630.23,23551.48,0,0,0
0a27769ea5f8628940cbeb082908fd70,2021-12-01,2021-03,52c37e3255d10bab077b064748f0aca5,Suspended,2021-03-17,2021-03-19,2022-06-17,2023-06-17,25.65,25650.0,0.0,0.04788,0.00157,0.12156,0.0,75.71,17513.85,8331.66,22,22,0
afc0d45be1996740d2c733fcdda51ecc,2021-05-15,2021-01,343d9eb432a4f88e0857be750a5cc672,Active,2021-01-20,2021-01-22,2022-04-20,2023-04-20,25.65,1710.0,0.0,0.04788,0.00157,0.084,0.0,5.06,1022.49,1377.5,1,1,1
74e77efe8e1a8cbea898759be123002f,2021-07-28,2021-03,989b873ff8ed77bb33166ac1da8155ae,Active,2021-02-26,2021-03-02,2022-11-26,2023-11-26,35.91,256500.0,0.0,0.04788,0.00157,0.6,0.0,604.0,296950.55,193642.44,7,132,0
5dba602696afa0cabb7a3cd5692509fd,2021-07-28,2021-02,d0e1dc9dc14d7fb2ed082233ac7dc73d,Active,2021-02-02,2021-02-04,2022-05-02,2023-05-02,25.65,42750.0,0.0,0.05988,0.00195,0.168,0.0,135.18,35822.86,26094.78,1,1,1
eec6e54f57b20699bf9b7fedba2d6c7c,2021-07-28,2020-12,c77d413f3eef02739022b502318f2fdc,Active,2020-12-22,2020-12-28,2022-03-22,2023-03-22,25.65,18185.85,0.0,0.04788,0.00157,0.24,0.0,53.55,16913.35,9711.62,2,14,1
